update,pg_loss,value_loss,entropy_loss,total_loss,update time
0,-0.04179568961262703,0.5358947515487671,1.2612500190734863,0.48148655891418457,179.13462107700002
1,-0.04493214935064316,2.1155197620391846,1.3439322710037231,2.0571482181549072,7.505189874999928
2,-0.05036156252026558,0.02561178058385849,1.1169898509979248,-0.0359196811914444,8.263001522000081
3,-0.05876142904162407,0.21037647128105164,1.2834131717681885,0.13878090679645538,7.049655198000096
4,-0.04672285541892052,1.0963212251663208,1.2105826139450073,1.0374925136566162,6.824970342000029
5,-0.023777086287736893,1.6493779420852661,0.9295520186424255,1.6163053512573242,137.22086182500004
6,-0.058461468666791916,0.5523452758789062,1.171678900718689,0.4821670353412628,16.190454820000014
7,-0.007328694220632315,0.014963156543672085,1.1186493635177612,-0.003552031237632036,15.92934964799997
8,-0.03792143240571022,0.21533529460430145,1.0530142784118652,0.16688372194766998,9.978599591000147
9,-0.03731324151158333,0.8565942645072937,1.130463719367981,0.8079764246940613,8.652653508999947
10,0.012571696192026138,1.3084291219711304,0.9452184438705444,1.3115485906600952,103.126476336
11,0.0012323984410613775,0.9121869206428528,1.036771297454834,0.9030516147613525,21.678861940999923
12,-0.035262033343315125,0.848714292049408,1.2759103775024414,0.800693154335022,19.704198529999985
13,-0.05187234655022621,0.938147246837616,1.0441439151763916,0.8758334517478943,7.681177091999871
14,-0.048776403069496155,0.4613860249519348,1.1849474906921387,0.4007601737976074,9.76529202200004
15,-0.03346751630306244,0.5120693445205688,1.1233434677124023,0.46736836433410645,101.09874824799999
16,-0.026019452139735222,0.2877337634563446,1.182408332824707,0.24989022314548492,9.853961000000027
17,-0.011687017045915127,0.5520825386047363,0.8661622405052185,0.5317338705062866,10.060972882999977
18,-0.027388667687773705,0.6318316459655762,1.150010585784912,0.5929428339004517,8.901114258999996
19,-0.04253166913986206,0.6812812089920044,1.0817631483078003,0.6279318928718567,7.545484460999887
20,-0.018586108461022377,0.6906782388687134,1.212648868560791,0.6599656343460083,131.09048208500008
21,0.001516094896942377,0.6542485952377319,0.8695586323738098,0.6470690965652466,7.883597741999893
22,-0.04079344868659973,0.025186331942677498,1.0080753564834595,-0.025687869638204575,6.719729626999879
23,-0.025327276438474655,0.624886155128479,0.955772876739502,0.5900011658668518,5.875950570999976
24,-0.02564917877316475,0.26583266258239746,0.9559649229049683,0.23062384128570557,14.4888174849998
25,-0.02479715086519718,0.02277173474431038,1.378727674484253,-0.015812691301107407,122.85958147899987
26,-0.020304733887314796,0.29034534096717834,0.9712246656417847,0.26032835245132446,20.043576809000115
27,-0.04133327305316925,1.096761703491211,1.373406171798706,1.0416942834854126,9.99367541599986
28,-0.022297576069831848,0.2907101809978485,0.8851875066757202,0.2595607042312622,7.4627238359998955
29,-0.024682842195034027,1.4228203296661377,1.0060312747955322,1.3880771398544312,9.629213998000068
30,-0.028975550085306168,0.37635529041290283,0.8954195380210876,0.33842554688453674,119.18045912299999
31,-0.0245211198925972,0.46791982650756836,0.9699739813804626,0.43369898200035095,7.376914210999985
32,-0.027148008346557617,0.8529692888259888,1.069767713546753,0.8151236176490784,9.778814457999943
33,-0.01759110577404499,0.9928091764450073,0.8623366355895996,0.9665946960449219,7.743357955999954
34,-0.018863609060645103,0.11367499828338623,1.0556002855300903,0.08425538241863251,24.747954630000095
35,-0.020696032792329788,0.5634207129478455,1.2039858102798462,0.5306848287582397,124.39628569299998
36,-0.03114873729646206,0.7906848192214966,0.9650764465332031,0.7498853206634521,7.381839414999831
37,-0.0344538576900959,0.940233588218689,0.9289774298667908,0.8964899182319641,7.3518263200001
38,-0.05638040602207184,0.6918814182281494,1.3239388465881348,0.622261643409729,7.468366316999891
39,-0.027127670124173164,0.4810839295387268,0.9807581305503845,0.4441486597061157,29.788875337999798
40,-0.043506503105163574,0.6817145347595215,1.3143678903579712,0.6250643730163574,99.97268864899979
41,-0.019502893090248108,0.20134305953979492,1.1699776649475098,0.17014038562774658,15.42302324900038
42,-0.029667304828763008,0.015070401132106781,1.4188952445983887,-0.02878585457801819,7.491588038999907
43,-0.034596413373947144,0.582720935344696,1.0436222553253174,0.5376883149147034,6.67127489700033
44,-0.03199003264307976,0.7224483489990234,1.0562938451766968,0.6798953413963318,48.968274960000144
45,-0.0494709312915802,0.5376429557800293,1.0245217084884644,0.4779268205165863,84.78711082000018
46,-0.0301184244453907,0.41339749097824097,1.0041816234588623,0.3732372522354126,6.394493712999974
47,-0.03275366872549057,0.3975509703159332,1.0504223108291626,0.3542930781841278,15.960778888999812
48,-0.0333421528339386,0.12135981023311615,1.1258448362350464,0.0767592117190361,19.988293688999875
49,-0.025525430217385292,0.3795551061630249,1.1452902555465698,0.3425767719745636,51.21459948399979
50,-0.02914118394255638,1.6540766954421997,1.0490829944610596,1.6144447326660156,77.56634125099981
51,-0.011320885270833969,0.6896548867225647,1.0177967548370361,0.6681560277938843,15.184939845999907
52,-0.017317909747362137,0.39422696828842163,0.8384607434272766,0.368524432182312,18.350654005999786
53,-0.03417984023690224,1.160731554031372,1.1230250597000122,1.1153215169906616,8.970123406999846
54,-0.009433974511921406,0.5934041142463684,0.9354967474937439,0.5746151804924011,55.84808678599984
55,-0.013413551263511181,0.11888765543699265,1.234825611114502,0.0931258499622345,66.85837812699992
56,-0.017322491854429245,0.2130357325077057,1.0381969213485718,0.18533127009868622,5.378073796000081
57,-0.03877175599336624,0.25863412022590637,1.1370999813079834,0.20849137008190155,9.607826055999794
58,-0.020065365359187126,0.24738653004169464,1.1744722127914429,0.2155764400959015,17.166877998000018
59,-0.019834568724036217,0.9305456876754761,1.1024062633514404,0.8996870517730713,83.29677625199974
60,-0.030919620767235756,0.5064728260040283,0.8052608370780945,0.46750059723854065,39.18883213499976
61,-0.005864245817065239,0.5817387104034424,0.9589486718177795,0.5662849545478821,9.587008802999662
62,-0.032163143157958984,0.5737617611885071,1.0969456434249878,0.5306291580200195,34.598114506
63,-0.049619220197200775,0.5133655071258545,1.2415634393692017,0.45133063197135925,21.632203860999653
64,-0.0335388109087944,1.3150371313095093,0.9591671824455261,1.2719066143035889,81.94312507399991
65,-0.024418603628873825,0.06545494496822357,1.315375566482544,0.027882587164640427,25.853318368000146
66,-0.03893686458468437,0.515704870223999,1.0922118425369263,0.46584591269493103,11.05521461499984
67,-0.02778659760951996,0.423551082611084,0.8873199224472046,0.38689127564430237,23.76176905200009
