Return,steps
-9.8,245.0
2.0,397.0
3.0,334.0
-3.0,264.0
4.0,362.0
2.0,333.0
-6.8,225.0
3.0,325.0
-1.0,305.0
-2.0,355.0
-7.8,235.0
-7.8,250.0
6.0,474.0
2.0,334.0
-3.0,283.0
-7.8,250.0
11.0,408.0
2.0,273.0
5.0,372.0
1.0,292.0
5.0,325.0
0.0,293.0
1.0,333.0
-3.0,270.0
3.0,308.0
9.0,335.0
3.0,412.0
0.0,319.0
-8.8,261.0
-2.0,268.0
-8.8,250.0
-1.0,319.0
21.0,512.0
1.0,325.0
5.0,318.0
10.0,446.0
-9.8,245.0
2.0,366.0
-8.8,245.0
9.0,395.0
-8.8,235.0
-1.0,258.0
-7.8,255.0
-1.0,282.0
-7.8,235.0
-8.8,235.0
-9.8,250.0
2.0,302.0
0.0,332.0
-8.8,235.0
0.0,305.0
0.0,390.0
5.0,320.0
-8.8,250.0
3.0,269.0
6.0,365.0
-9.8,256.0
-8.8,255.0
-7.8,250.0
-1.0,312.0
-8.8,245.0
12.0,505.0
-9.8,250.0
1.0,328.0
-9.8,250.0
6.0,413.0
3.0,361.0
2.0,296.0
6.0,367.0
7.0,493.0
5.0,386.0
-8.8,250.0
-3.0,328.0
3.0,325.0
9.2,400.0
-8.8,250.0
-3.0,265.0
8.0,377.0
-7.8,255.0
6.0,507.0
3.0,355.0
-8.8,245.0
2.0,372.0
-9.8,245.0
2.0,361.0
-1.0,255.0
-8.8,235.0
0.0,346.0
0.0,334.0
-9.8,230.0
-1.0,354.0
-8.8,250.0
-9.8,250.0
-9.8,247.0
2.0,326.0
-9.8,250.0
-9.8,250.0
-2.0,270.0
6.0,414.0
2.0,381.0
2.0,315.0
4.0,294.0
-7.8,250.0
0.0,269.0
-9.8,250.0
0.0,280.0
4.0,266.0
0.0,285.0
-2.0,295.0
3.0,281.0
10.0,475.0
10.0,451.0
18.0,512.0
-8.8,250.0
0.0,320.0
10.0,436.0
-1.0,369.0
7.0,403.0
-8.8,230.0
2.0,352.0
-9.8,245.0
-9.8,230.0
8.0,408.0
-7.8,235.0
-9.8,245.0
4.0,300.0
5.0,347.0
-8.8,250.0
-9.8,250.0
4.0,360.0
2.0,353.0
-3.0,321.0
3.0,335.0
-8.8,257.0
-8.8,250.0
-9.8,245.0
2.0,310.0
0.0,294.0
3.0,350.0
4.0,430.0
1.0,365.0
2.0,294.0
-9.8,230.0
0.0,259.0
-1.0,422.0
4.0,394.0
-8.8,235.0
-7.8,250.0
-1.0,241.0
7.0,391.0
-9.8,245.0
-9.8,258.0
-8.8,245.0
3.0,279.0
-9.8,245.0
-1.0,349.0
6.0,440.0
-9.8,230.0
-1.0,327.0
12.0,378.0
-8.8,250.0
4.0,338.0
-8.8,235.0
3.0,339.0
-1.0,304.0
-8.8,230.0
-1.0,358.0
3.0,346.0
5.0,340.0
-7.8,235.0
-9.8,230.0
-8.8,255.0
-9.8,250.0
-2.0,275.0
0.0,326.0
0.0,338.0
-1.0,292.0
-8.8,230.0
7.0,402.0
2.0,310.0
-8.8,250.0
-8.8,230.0
-8.8,250.0
-3.0,350.0
24.0,512.0
4.0,280.0
-9.8,245.0
2.0,323.0
4.0,275.0
3.0,399.0
-1.0,324.0
-9.8,245.0
7.0,327.0
-3.0,337.0
1.0,287.0
-8.8,250.0
4.0,358.0
5.0,397.0
0.0,281.0
-7.8,235.0
1.0,371.0
-9.8,245.0
0.0,276.0
1.0,279.0
30.0,512.0
5.0,395.0
-9.8,230.0
3.0,409.0
3.0,326.0
-8.8,250.0
-2.0,279.0
0.0,279.0
-8.8,235.0
0.0,232.0
-8.8,250.0
5.0,345.0
-1.0,380.0
3.0,291.0
-8.8,250.0
-9.8,250.0
-1.0,283.0
22.0,512.0
6.0,420.0
-2.0,316.0
2.0,284.0
2.0,331.0
10.0,375.0
4.0,328.0
-3.0,335.0
-9.8,245.0
-7.8,235.0
1.0,390.0
1.0,260.0
2.0,310.0
0.0,331.0
-8.8,250.0
-8.8,250.0
7.0,335.0
8.0,425.0
-8.8,230.0
-9.8,247.0
-9.8,230.0
-7.8,250.0
5.0,368.0
-5.8,260.0
0.0,320.0
4.0,315.0
-7.8,235.0
-1.0,235.0
7.0,391.0
2.0,325.0
0.0,330.0
5.0,256.0
7.199999999999999,308.0
6.0,395.0
0.0,330.0
4.0,340.0
-3.0,288.0
1.0,319.0
-9.8,245.0
11.0,364.0
-7.8,235.0
-2.0,345.0
-8.8,230.0
-9.8,248.0
3.0,345.0
11.0,412.0
7.0,351.0
-2.0,291.0
11.0,373.0
-7.8,270.0
-1.0,279.0
5.0,315.0
4.0,265.0
-2.3999999999999995,230.0
-8.8,252.0
-8.8,250.0
-7.8,255.0
-8.8,230.0
-2.0,272.0
-8.8,250.0
0.0,334.0
0.0,385.0
-9.8,255.0
-2.0,333.0
-8.8,235.0
1.0,286.0
-8.8,230.0
-9.8,250.0
1.0,362.0
-7.8,255.0
-9.8,250.0
-9.8,245.0
10.0,423.0
-8.8,250.0
-9.8,230.0
3.0,329.0
9.0,457.0
-9.8,245.0
-9.8,230.0
-8.8,250.0
-7.8,235.0
-7.8,250.0
-8.8,235.0
-9.8,245.0
-2.0,282.0
4.0,338.0
-8.8,250.0
-7.8,255.0
-9.8,245.0
2.0,301.0
3.0,325.0
-8.8,235.0
6.0,372.0
6.0,370.0
-9.8,250.0
-9.8,250.0
7.0,338.0
0.0,303.0
1.0,307.0
-3.0,285.0
-7.8,255.0
-1.0,274.0
1.0,262.0
-9.8,250.0
1.0,374.0
-9.8,246.0
3.0,429.0
6.0,406.0
-8.8,235.0
3.0,419.0
-2.0,358.0
0.0,257.0
2.0,341.0
3.0,361.0
-9.8,250.0
-8.8,235.0
-1.0,305.0
-8.8,236.0
3.0,324.0
-2.0,263.0
-2.0,285.0
3.0,333.0
9.0,290.0
-4.0,280.0
7.0,356.0
-9.8,250.0
22.0,512.0
-7.8,235.0
9.0,395.0
8.0,409.0
11.0,445.0
-4.0,291.0
-8.8,272.0
-7.8,250.0
7.0,417.0
4.0,325.0
-1.0,245.0
4.0,358.0
8.0,405.0
-1.0,254.0
2.0,357.0
-9.8,250.0
-7.8,250.0
-8.8,250.0
-2.0,259.0
12.0,398.0
-8.8,250.0
-9.8,250.0
-8.8,235.0
6.0,406.0
-2.0,293.0
-7.8,235.0
-2.0,344.0
-9.8,250.0
5.0,360.0
-8.8,250.0
2.0,269.0
-8.8,235.0
-7.8,235.0
1.0,265.0
-7.8,235.0
-7.8,255.0
0.0,335.0
5.0,355.0
-1.0,312.0
10.0,417.0
5.0,386.0
-9.8,250.0
-7.8,255.0
-3.0,241.0
-1.0,355.0
10.0,403.0
3.0,325.0
1.0,251.0
-3.0,299.0
8.0,353.0
-3.0,309.0
3.0,429.0
1.0,243.0
-1.0,265.0
-9.8,250.0
0.0,320.0
-2.0,266.0
6.0,456.0
1.0,345.0
4.0,313.0
1.0,419.0
-9.8,257.0
3.0,250.0
-8.8,256.0
2.0,322.0
-1.0,247.0
-8.8,272.0
-8.8,250.0
-1.0,293.0
11.0,485.0
-7.8,250.0
-9.8,230.0
8.0,339.0
-9.8,245.0
-8.8,255.0
-8.8,233.0
-8.8,250.0
-8.8,250.0
-2.0,277.0
5.0,446.0
-9.8,250.0
0.0,280.0
-9.8,233.0
-2.0,260.0
-8.8,250.0
2.0,312.0
2.0,263.0
1.0,256.0
-2.0,256.0
8.0,355.0
5.0,403.0
2.0,295.0
6.0,387.0
0.0,315.0
-7.8,235.0
10.0,428.0
-9.8,245.0
0.0,280.0
2.0,418.0
7.0,384.0
0.0,285.0
8.0,313.0
7.0,334.0
-7.8,250.0
7.0,427.0
-8.8,250.0
7.0,341.0
-8.8,245.0
-8.8,235.0
9.0,386.0
6.0,495.0
0.0,366.0
3.0,415.0
0.0,385.0
-9.8,245.0
-8.8,250.0
5.0,397.0
3.0,372.0
-8.8,250.0
-7.8,250.0
5.0,466.0
-7.8,255.0
-3.0,244.0
5.0,432.0
2.0,327.0
-9.8,250.0
-9.8,230.0
2.0,296.0
8.0,319.0
10.0,373.0
2.0,327.0
-9.8,245.0
-8.8,237.0
-8.8,235.0
2.0,395.0
3.0,318.0
-8.8,250.0
-9.8,245.0
-9.8,245.0
-9.8,230.0
1.0,410.0
0.0,277.0
5.0,341.0
-9.8,249.0
-9.8,230.0
4.0,390.0
5.0,387.0
-2.0,268.0
-8.8,260.0
-8.8,250.0
-7.8,235.0
-7.8,235.0
3.0,287.0
1.0,363.0
-7.8,235.0
5.0,390.0
1.0,230.0
0.0,359.0
3.0,348.0
1.0,356.0
0.0,446.0
-1.0,287.0
-7.8,255.0
-8.8,245.0
-8.8,235.0
-8.8,250.0
5.0,333.0
6.0,388.0
-9.8,249.0
-7.8,250.0
2.0,380.0
6.0,394.0
-8.8,245.0
2.0,295.0
5.0,388.0
-9.8,250.0
-7.8,250.0
1.0,291.0
-7.8,250.0
21.0,512.0
2.0,332.0
-3.0,387.0
-9.8,250.0
2.0,286.0
1.0,249.0
-8.8,250.0
5.0,390.0
3.0,366.0
-2.0,264.0
4.0,279.0
6.0,338.0
-2.0,330.0
-8.8,245.0
-1.0,331.0
-7.8,235.0
6.0,367.0
-6.8,235.0
-8.8,230.0
-8.8,251.0
-8.8,250.0
8.0,387.0
-9.8,230.0
1.0,275.0
1.0,316.0
-8.8,250.0
-8.8,235.0
-7.8,250.0
4.0,305.0
3.0,334.0
-9.8,250.0
2.0,344.0
1.0,375.0
-1.0,320.0
7.0,301.0
5.0,372.0
-9.8,250.0
12.0,430.0
3.0,447.0
-8.8,251.0
-8.8,235.0
-9.8,230.0
-3.0,307.0
0.0,330.0
-9.8,259.0
-8.8,230.0
3.0,322.0
0.0,342.0
4.0,301.0
-8.8,250.0
-8.8,257.0
-9.8,245.0
-9.8,230.0
-9.8,230.0
-3.0,292.0
-3.0,378.0
3.0,330.0
-8.8,247.0
-9.8,236.0
-9.8,245.0
0.0,375.0
3.0,358.0
-9.8,256.0
-1.0,340.0
-9.8,250.0
0.0,240.0
-7.8,250.0
7.0,468.0
-1.0,240.0
5.0,435.0
-7.8,250.0
3.0,265.0
0.0,377.0
0.0,298.0
4.0,326.0
-8.8,245.0
-8.8,255.0
9.0,363.0
-7.8,250.0
-9.8,250.0
1.0,324.0
9.0,449.0
5.0,425.0
-2.3999999999999995,255.0
-7.8,255.0
3.0,283.0
4.0,382.0
1.0,325.0
-8.8,255.0
-9.8,250.0
-1.0,300.0
-8.8,235.0
3.0,324.0
-9.8,250.0
-3.0,300.0
-4.0,245.0
8.0,370.0
0.0,280.0
-2.0,302.0
0.0,390.0
-3.0,344.0
-8.8,250.0
-8.8,230.0
2.0,389.0
-8.8,250.0
-2.0,245.0
-7.8,250.0
-9.8,245.0
-9.8,250.0
0.0,346.0
4.0,305.0
-8.8,235.0
-9.8,250.0
0.0,265.0
1.0,382.0
0.0,280.0
-7.8,250.0
-9.8,245.0
-8.8,250.0
-2.0,255.0
-8.8,239.0
0.0,336.0
0.0,285.0
-8.8,250.0
-9.8,250.0
-8.8,250.0
7.0,343.0
-7.8,255.0
3.0,434.0
1.0,273.0
-9.8,247.0
-9.8,245.0
0.0,397.0
1.0,336.0
-9.8,245.0
5.0,328.0
-9.8,250.0
-8.8,250.0
-1.0,293.0
4.0,457.0
-6.8,230.0
-7.8,255.0
3.0,314.0
6.0,381.0
6.0,392.0
7.0,380.0
-9.8,250.0
4.0,405.0
-8.8,255.0
-6.6,237.0
2.0,287.0
0.0,281.0
3.0,325.0
13.0,416.0
2.0,388.0
-9.8,245.0
3.0,436.0
3.0,377.0
-1.0,415.0
0.0,295.0
4.0,460.0
-8.8,250.0
0.0,322.0
5.0,347.0
2.0,385.0
-7.8,255.0
-4.0,282.0
-1.0,335.0
-8.8,250.0
-8.8,245.0
3.0,367.0
-2.0,246.0
6.0,406.0
5.0,350.0
-7.8,255.0
-9.8,270.0
-9.8,250.0
4.0,331.0
-1.0,242.0
-4.0,311.0
-2.0,270.0
-7.8,255.0
-1.0,295.0
-1.0,324.0
-8.8,250.0
-7.8,235.0
-9.8,230.0
-2.0,318.0
-2.0,231.0
0.0,396.0
-2.0,342.0
-2.0,340.0
-1.0,249.0
-3.0,298.0
-1.0,246.0
3.0,243.0
3.0,358.0
2.0,261.0
5.0,477.0
9.0,407.0
0.0,270.0
0.0,250.0
3.0,327.0
1.0,295.0
-9.8,250.0
-8.8,250.0
3.0,320.0
17.0,502.0
3.0,405.0
-8.8,230.0
-3.0,330.0
-4.0,346.0
-8.8,250.0
0.0,270.0
7.0,427.0
-7.8,235.0
1.0,254.0
4.0,358.0
2.0,343.0
10.0,414.0
-5.8,225.0
1.0,270.0
-7.8,255.0
-9.8,237.0
-8.8,257.0
2.0,281.0
-9.8,250.0
-3.0,314.0
-1.0,305.0
-8.8,230.0
11.0,384.0
-9.8,250.0
-9.8,245.0
-9.8,230.0
-1.0,323.0
-9.8,230.0
4.0,318.0
2.0,435.0
-7.8,255.0
-8.8,250.0
-9.8,250.0
2.0,305.0
-3.0,302.0
2.0,316.0
-7.8,235.0
-2.0,314.0
-8.8,248.0
-8.8,230.0
5.0,373.0
2.0,275.0
-8.8,250.0
3.0,385.0
1.0,244.0
5.0,485.0
6.0,356.0
4.0,322.0
-8.8,250.0
-2.0,325.0
-9.8,230.0
13.0,451.0
-8.8,250.0
3.0,462.0
-8.8,250.0
-9.8,245.0
-8.8,250.0
-1.0,381.0
5.0,404.0
4.0,325.0
-9.8,250.0
-8.8,250.0
-8.8,236.0
7.0,379.0
4.0,314.0
7.0,336.0
2.0,371.0
-7.8,255.0
-8.8,235.0
1.0,444.0
4.0,349.0
-1.0,260.0
-2.0,319.0
7.0,385.0
-8.8,250.0
2.0,350.0
-9.8,230.0
3.0,326.0
0.0,252.0
-9.8,255.0
-9.8,245.0
-4.0,329.0
10.0,333.0
-9.8,245.0
1.0,321.0
-9.8,230.0
-1.0,267.0
12.0,378.0
-5.8,225.0
-8.8,231.0
-9.8,230.0
-7.8,255.0
-8.8,250.0
-8.8,235.0
6.0,404.0
-8.8,250.0
26.0,512.0
0.0,349.0
-9.8,230.0
2.0,317.0
0.0,450.0
1.0,319.0
-2.0,242.0
5.0,406.0
-2.0,276.0
0.0,300.0
-2.0,235.0
4.0,482.0
-8.8,235.0
-9.8,230.0
11.0,489.0
0.0,425.0
-9.8,245.0
-8.8,250.0
-7.8,255.0
0.0,283.0
-9.8,230.0
1.0,338.0
-9.8,245.0
3.0,416.0
-8.8,250.0
3.0,281.0
-9.8,245.0
1.0,345.0
2.0,436.0
-2.0,246.0
-8.8,230.0
-1.0,308.0
-9.8,245.0
3.0,347.0
0.0,295.0
1.0,294.0
6.0,360.0
4.0,329.0
3.0,397.0
4.0,415.0
4.0,423.0
-2.0,315.0
-1.0,353.0
-9.8,250.0
-9.8,245.0
1.0,326.0
-7.8,250.0
2.0,345.0
21.0,512.0
-7.8,250.0
5.0,405.0
4.0,354.0
-9.8,250.0
-6.6,235.0
-1.0,301.0
-8.8,230.0
0.0,295.0
5.0,367.0
5.0,312.0
1.0,348.0
5.0,302.0
-9.8,230.0
-1.8000000000000007,275.0
6.0,338.0
8.0,437.0
4.0,436.0
5.0,340.0
-3.0,320.0
1.0,385.0
1.0,368.0
-1.0,291.0
6.0,302.0
6.0,397.0
-3.0,323.0
1.0,315.0
-8.8,250.0
8.0,385.0
3.0,394.0
2.0,295.0
-3.0,320.0
-1.0,280.0
-8.8,235.0
-8.8,250.0
3.0,281.0
-8.8,255.0
6.0,406.0
8.0,405.0
-7.8,255.0
-7.8,235.0
-8.8,235.0
-8.8,230.0
5.0,353.0
-1.0,270.0
1.0,250.0
1.0,316.0
-7.8,235.0
-8.8,250.0
4.0,325.0
-9.8,230.0
8.0,451.0
0.0,296.0
-9.8,245.0
3.0,296.0
-8.8,250.0
9.0,350.0
5.0,478.0
1.0,316.0
0.0,280.0
0.0,225.0
0.0,279.0
3.0,287.0
-7.8,235.0
3.0,414.0
1.0,274.0
2.0,268.0
2.0,370.0
0.0,248.0
-9.8,249.0
8.0,343.0
-8.8,250.0
-7.8,255.0
-9.8,230.0
9.0,488.0
-1.0,395.0
-1.0,295.0
-9.8,230.0
0.0,290.0
7.0,408.0
-2.0,315.0
-8.8,246.0
-8.8,250.0
-8.8,245.0
-9.8,245.0
0.0,259.0
-9.8,259.0
-7.8,250.0
1.0,295.0
-9.8,250.0
-9.8,250.0
7.0,420.0
-8.8,250.0
-1.0,360.0
-9.8,250.0
1.0,379.0
-8.8,235.0
4.0,325.0
-3.0,283.0
-3.0,295.0
7.0,460.0
6.0,411.0
1.0,349.0
1.0,332.0
5.0,339.0
3.0,265.0
-1.0,377.0
1.0,246.0
-9.8,250.0
5.0,284.0
-3.0,323.0
0.0,281.0
3.0,310.0
0.0,401.0
3.0,303.0
4.0,453.0
-7.8,250.0
3.0,315.0
1.0,346.0
-9.8,250.0
0.0,326.0
9.0,475.0
-5.8,230.0
-1.0,291.0
-9.8,250.0
7.0,395.0
7.0,388.0
-3.8,272.0
-8.8,230.0
4.0,330.0
-9.8,245.0
-2.0,297.0
-9.8,247.0
-8.8,250.0
-8.8,230.0
3.0,301.0
-9.8,230.0
-9.8,246.0
3.0,383.0
-8.8,255.0
-7.8,255.0
1.0,295.0
7.0,338.0
1.0,332.0
5.199999999999999,250.0
10.0,452.0
-2.0,315.0
-7.8,235.0
-9.8,240.0
-8.8,250.0
5.0,309.0
0.0,335.0
4.0,374.0
0.0,306.0
-9.8,250.0
-9.8,230.0
0.0,286.0
3.0,381.0
2.0,253.0
-9.8,245.0
-9.8,230.0
-8.8,245.0
7.0,398.0
-3.0,319.0
1.0,289.0
-1.0,245.0
-9.8,250.0
1.0,292.0
-6.6,239.0
-8.8,250.0
-7.8,255.0
-9.8,230.0
1.0,328.0
2.0,241.0
1.0,297.0
7.0,359.0
1.0,331.0
-8.8,245.0
-8.8,250.0
-8.8,255.0
-7.8,250.0
6.0,341.0
5.0,401.0
-8.8,271.0
-8.8,245.0
4.0,401.0
-8.8,245.0
-7.8,235.0
0.0,358.0
-8.8,235.0
-9.8,250.0
3.0,310.0
-1.0,268.0
5.0,356.0
14.0,450.0
0.0,315.0
6.0,328.0
-9.8,245.0
-9.8,247.0
-9.8,245.0
-7.8,255.0
-8.8,230.0
1.0,339.0
-1.0,377.0
-8.8,257.0
-9.8,250.0
-3.0,340.0
-8.8,235.0
-7.8,250.0
-8.8,238.0
-8.8,230.0
-9.8,230.0
3.0,346.0
-1.0,288.0
-7.8,250.0
1.0,430.0
5.0,326.0
7.0,365.0
3.0,316.0
-7.8,250.0
7.0,426.0
-9.8,245.0
3.0,312.0
-5.0,340.0
-9.8,245.0
-1.0,330.0
5.0,395.0
-9.8,246.0
-9.8,230.0
-9.8,250.0
2.0,248.0
3.0,400.0
-8.8,230.0
-8.8,255.0
-8.8,254.0
4.0,348.0
-8.8,250.0
-9.8,250.0
5.0,295.0
-1.0,365.0
2.0,330.0
0.0,265.0
-8.8,250.0
0.0,365.0
-2.0,307.0
-8.8,245.0
5.0,321.0
6.0,389.0
-7.8,255.0
-8.8,250.0
1.0,380.0
2.0,274.0
-9.8,258.0
-8.8,235.0
-9.8,250.0
-1.0,340.0
-2.0,341.0
-8.8,250.0
-8.8,250.0
-8.8,235.0
3.0,311.0
-1.0,240.0
-7.8,250.0
2.0,407.0
0.0,315.0
2.0,295.0
-7.8,235.0
0.0,315.0
1.0,272.0
6.0,357.0
5.0,380.0
-9.8,245.0
-8.8,230.0
-2.0,297.0
4.0,454.0
0.0,287.0
5.0,336.0
-2.0,235.0
-8.8,235.0
1.0,265.0
-8.8,235.0
-7.8,255.0
-3.0,283.0
-9.8,250.0
0.0,251.0
3.0,333.0
-9.8,245.0
3.0,357.0
-3.0,265.0
5.0,383.0
-7.8,250.0
4.0,345.0
-7.8,255.0
-8.8,235.0
-9.8,230.0
4.0,302.0
3.0,360.0
-1.0,296.0
-7.8,235.0
-7.8,255.0
-8.8,256.0
-8.8,245.0
6.0,306.0
2.0,255.0
-2.0,315.0
1.0,301.0
27.0,512.0
-8.8,230.0
2.0,360.0
-4.0,311.0
-7.8,250.0
14.0,512.0
2.0,385.0
-3.0,288.0
-9.8,250.0
5.0,435.0
8.0,434.0
3.0,415.0
-8.8,250.0
0.0,389.0
0.0,368.0
0.0,323.0
-8.8,245.0
-8.8,250.0
-8.8,235.0
4.0,379.0
6.0,415.0
-8.8,230.0
-8.8,250.0
-8.8,235.0
5.0,346.0
-2.0,304.0
-9.8,245.0
2.0,431.0
0.0,310.0
10.0,449.0
-9.8,259.0
-8.8,235.0
1.0,375.0
2.0,365.0
-3.0,381.0
-7.8,255.0
0.0,252.0
4.0,317.0
5.0,307.0
1.0,333.0
-7.8,255.0
-8.8,230.0
1.0,309.0
-2.0,290.0
7.0,475.0
4.0,345.0
11.0,364.0
5.0,386.0
1.0,255.0
-2.0,365.0
-7.8,235.0
4.0,319.0
-8.8,235.0
1.0,277.0
-7.8,255.0
4.0,319.0
-2.0,269.0
-3.0,273.0
2.0,314.0
-9.8,245.0
1.0,345.0
-7.8,255.0
-1.0,369.0
-9.8,247.0
0.0,371.0
-8.8,230.0
5.0,318.0
-8.8,230.0
-7.8,270.0
2.0,269.0
4.0,310.0
-4.8,221.0
-2.0,332.0
2.0,345.0
0.0,320.0
-8.8,250.0
4.0,445.0
-7.8,250.0
-8.8,235.0
3.0,298.0
3.0,265.0
4.0,390.0
9.0,418.0
-8.8,235.0
-1.0,270.0
-7.8,235.0
-8.8,255.0
-7.8,255.0
1.0,255.0
-2.0,254.0
-2.0,316.0
-8.8,236.0
-8.8,250.0
2.0,358.0
-8.8,250.0
-8.8,256.0
6.0,346.0
3.0,330.0
1.0,288.0
3.0,320.0
-7.8,250.0
-7.8,270.0
2.0,331.0
10.0,395.0
2.0,340.0
3.0,323.0
0.0,281.0
-1.0,265.0
-3.0,294.0
4.0,417.0
10.0,424.0
-9.8,230.0
-8.8,230.0
-8.8,255.0
0.0,308.0
-8.8,255.0
0.0,318.0
-7.8,250.0
-1.0,320.0
7.0,453.0
-8.8,250.0
3.0,293.0
10.0,417.0
-8.8,250.0
-3.0,299.0
-7.8,235.0
-8.8,250.0
-9.8,250.0
-9.8,230.0
-8.8,230.0
2.0,300.0
-8.8,230.0
-7.8,255.0
6.0,353.0
2.0,295.0
0.0,335.0
8.0,453.0
-1.6000000000000014,245.0
1.0,439.0
-8.8,230.0
-8.8,250.0
-7.8,255.0
-7.8,270.0
4.0,383.0
-9.8,265.0
1.0,379.0
-8.8,246.0
8.0,500.0
-2.0,290.0
-1.0,386.0
5.0,298.0
-8.8,250.0
-1.0,250.0
15.0,450.0
-8.8,230.0
-8.8,250.0
-7.8,250.0
8.0,351.0
1.0,368.0
12.0,469.0
-3.0,317.0
11.0,380.0
-8.8,235.0
-7.8,235.0
7.0,318.0
-9.8,250.0
0.0,360.0
-8.8,235.0
3.0,276.0
4.0,375.0
-2.0,315.0
0.0,373.0
-8.8,256.0
-1.0,364.0
1.0,324.0
-9.8,230.0
-8.8,250.0
1.0,296.0
-2.0,263.0
-8.8,235.0
-9.8,245.0
-8.8,235.0
-8.8,235.0
-7.8,235.0
4.0,291.0
-7.8,235.0
-9.8,250.0
2.0,315.0
-9.8,245.0
-7.8,250.0
1.0,285.0
9.0,400.0
1.0,316.0
4.0,287.0
-8.8,257.0
5.0,317.0
-8.8,245.0
-7.8,235.0
6.0,459.0
-1.0,260.0
5.0,417.0
-2.0,284.0
5.0,466.0
4.0,348.0
-1.0,327.0
-9.8,230.0
1.0,290.0
-7.8,255.0
8.0,417.0
-7.8,235.0
-8.8,235.0
2.0,323.0
-1.0,294.0
2.0,303.0
-7.8,250.0
-9.8,230.0
-8.8,236.0
-9.8,230.0
4.0,295.0
-8.8,250.0
27.0,512.0
-7.8,235.0
5.0,296.0
-9.8,245.0
-8.8,235.0
-2.0,317.0
-8.8,250.0
5.0,316.0
-2.0,337.0
-8.8,245.0
-8.8,245.0
1.0,338.0
0.0,282.0
-9.8,245.0
-1.8000000000000007,290.0
-1.0,341.0
-8.8,250.0
0.0,357.0
-7.8,235.0
-8.8,235.0
1.0,281.0
-1.0,332.0
3.0,315.0
2.0,305.0
-2.0,262.0
0.0,316.0
1.0,326.0
8.0,455.0
1.0,372.0
-9.8,245.0
-1.0,277.0
-7.8,250.0
-3.0,315.0
4.0,290.0
-2.0,275.0
3.0,412.0
-9.8,255.0
2.0,350.0
-8.8,255.0
8.0,430.0
-2.0,292.0
-1.0,290.0
-8.8,250.0
-8.8,250.0
-8.8,250.0
5.0,291.0
-2.0,236.0
3.0,415.0
-9.8,256.0
-9.8,230.0
3.0,312.0
-9.8,245.0
-1.0,374.0
10.0,470.0
-9.8,245.0
-9.8,245.0
-8.8,255.0
3.0,322.0
-1.0,287.0
-8.8,251.0
-8.8,246.0
7.0,297.0
-4.0,305.0
-9.8,250.0
4.0,322.0
1.0,337.0
-1.0,294.0
-9.8,256.0
0.0,341.0
-4.0,305.0
5.0,327.0
-2.0,251.0
-3.0,320.0
-9.8,250.0
-8.8,235.0
-4.0,331.0
7.0,345.0
1.0,325.0
0.0,337.0
-4.0,251.0
-2.0,305.0
-8.8,235.0
-3.0,348.0
4.0,275.0
2.0,274.0
3.0,327.0
-9.8,250.0
2.0,368.0
6.0,435.0
-8.8,245.0
3.0,340.0
3.0,425.0
-1.0,381.0
-1.0,283.0
6.0,384.0
-3.0,303.0
3.0,346.0
1.0,345.0
5.0,434.0
0.0,301.0
3.0,367.0
2.0,279.0
5.0,345.0
-8.8,235.0
6.0,399.0
-1.0,350.0
-8.8,250.0
11.0,364.0
-2.0,292.0
0.0,424.0
-7.8,250.0
3.0,277.0
-7.8,235.0
-8.8,250.0
-9.8,246.0
-1.0,294.0
0.0,341.0
-7.8,250.0
3.0,304.0
2.0,331.0
-3.8,280.0
0.0,288.0
3.0,314.0
13.0,433.0
7.0,321.0
-7.8,250.0
6.0,298.0
4.0,298.0
-7.8,250.0
-9.8,255.0
-7.8,235.0
0.0,265.0
8.0,408.0
3.0,381.0
-9.8,247.0
-1.0,388.0
1.0,294.0
-1.0,259.0
-7.8,270.0
-8.8,250.0
-7.8,235.0
-9.8,230.0
3.0,406.0
-8.8,250.0
3.0,311.0
11.0,343.0
2.0,370.0
0.0,285.0
-8.8,250.0
-9.8,259.0
-7.8,250.0
-8.8,250.0
3.0,413.0
-8.8,250.0
2.0,289.0
-1.0,269.0
-9.8,245.0
-1.0,264.0
-8.8,255.0
-2.0,405.0
-8.8,230.0
3.0,252.0
5.0,385.0
-8.8,250.0
-7.8,270.0
-2.0,310.0
1.0,259.0
-9.8,230.0
-8.8,247.0
0.0,299.0
-9.8,230.0
-9.8,250.0
-8.8,250.0
9.0,400.0
-9.8,230.0
-6.0,261.0
-8.8,235.0
7.0,512.0
-3.0,371.0
2.0,363.0
1.0,323.0
-8.8,230.0
4.0,297.0
3.0,384.0
-9.8,250.0
-5.0,302.0
5.0,378.0
10.0,374.0
-9.8,245.0
-9.8,250.0
-7.8,250.0
-7.8,235.0
-8.8,257.0
-1.0,277.0
5.0,440.0
3.0,309.0
4.0,299.0
-7.8,255.0
-7.8,235.0
-8.8,250.0
7.0,445.0
24.0,512.0
-8.8,235.0
-8.8,235.0
2.0,293.0
-1.0,380.0
3.0,416.0
-1.0,276.0
-8.8,230.0
-8.8,250.0
-2.0,256.0
5.0,330.0
4.0,332.0
-7.8,270.0
-7.8,250.0
2.0,449.0
2.0,300.0
-9.8,250.0
0.0,291.0
1.0,433.0
2.0,326.0
-8.8,235.0
1.0,265.0
3.0,374.0
-2.0,231.0
-9.8,249.0
3.0,299.0
-8.8,230.0
8.0,377.0
8.0,337.0
-9.8,250.0
